Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,13.823642759365264,13.889424592948215,13.72966794320939,13.767257690429688,38700,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,13.710874000874089,13.710874000874089,13.60750152021774,13.63569450378418,48200,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,13.607503579197358,13.673286321262475,13.579311487575414,13.626298904418945,30900,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,13.616898777308315,13.616898777308315,13.532321621539523,13.551116943359375,34100,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,13.485335936701784,13.551117774686272,13.485335936701784,13.504130363464355,21300,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,13.494732393078092,13.54171980322445,13.494732393078092,13.52292537689209,26500,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,13.5417208207394,13.607502662160917,13.5417208207394,13.569912910461426,29500,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,13.635694935676693,13.663887023925781,13.569912201481719,13.663887023925781,28300,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,13.607502226436495,13.710874712457795,13.607502226436495,13.70147705078125,188100,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,13.739065575589962,13.833040391551053,13.739065575589962,13.82364273071289,46300,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,13.936412290797746,13.964604377746582,13.917617864901949,13.964604377746582,48100,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,14.030387388322636,14.030387388322636,13.983399978331963,14.00219440460205,185200,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,14.067977137073113,14.067977137073113,14.00219440460205,14.00219440460205,61400,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,14.096169193552983,14.096169193552983,14.039784122446239,14.058579444885254,58500,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,14.077372397442497,14.096167717913948,14.011590568212831,14.086770057678223,39100,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,14.133758544921875,14.19014361444364,14.09616879731079,14.133758544921875,24700,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,14.133758691860173,14.133758691860173,13.90822020384891,13.964604377746582,60500,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,14.002192907977106,14.086770057678223,13.974000823480136,14.086770057678223,20200,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,14.161951342421085,14.218336414773036,14.124361592923226,14.199541091918945,33000,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,14.058581078413866,14.058581078413866,13.936414156996056,14.020991325378418,66100,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,13.96460378942284,13.983399110737082,13.917617278557733,13.945809364318848,107700,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,13.964604655851574,14.049181814592723,13.964604655851574,14.00219440460205,58100,0.0,0.0,0.0
